Courier,Service_Category,Destination_Region,Weight_kg,Insured_Value_Rs,Rate_Rs
Pakistan Post,City to City,Sindh,0.4,0,270
Leopard,Economy,Balochistan,4.52,0,294
Pakistan Post,City to City,Balochistan,1.1,10000,446
Pakistan Post,Local,Islamabad,0.1,20000,435
Pakistan Post,Local,Balochistan,1.19,50000,770
Leopard,Economy,Sindh,3.36,0,265
M&P,Local,Punjab,6.89,0,505
M&P,Economy,Islamabad,1.49,0,215
M&P,Economy,Balochistan,2.45,100000,1337
M&P,Local,Punjab,0.16,20000,487
M&P,Local,Islamabad,1.45,0,294
M&P,Overland,Balochistan,0.42,0,207
Leopard,Overland,Islamabad,1.89,50000,915
M&P,Economy,Islamabad,0.49,10000,293
Pakistan Post,Local,Sindh,0.26,20000,422
Leopard,Overland,Sindh,0.48,0,190
Pakistan Post,City to City,Islamabad,1.22,100000,1552
Leopard,Economy,Islamabad,0.18,0,146
TCS,City to City,Punjab,1.83,50000,1137
TCS,City to City,Islamabad,10.34,10000,1609
Leopard,Economy,Balochistan,9.87,0,530
Leopard,Overnight,Sindh,6.11,100000,2142
TCS,Economy,Sindh,2.19,20000,502
M&P,Local,Sindh,3.07,100000,1412
Pakistan Post,Local,Balochistan,1.2,10000,361
Pakistan Post,City to City,Pakhtunkhwa,1.66,50000,942
TCS,City to City,Sindh,3.5,20000,942
Leopard,Overland,Balochistan,4.71,0,541
M&P,Overnight,Balochistan,0.42,20000,817
Pakistan Post,City to City,Punjab,1.89,0,387
TCS,Overland,Pakhtunkhwa,1.65,0,379
Pakistan Post,City to City,Sindh,2.3,50000,961
Pakistan Post,City to City,Punjab,1.12,0,356
M&P,Overnight,Balochistan,7.89,10000,1325
Leopard,Overnight,Pakhtunkhwa,0.39,0,513
TCS,Overnight,Sindh,3.48,0,973
Pakistan Post,City to City,Pakhtunkhwa,0.96,100000,1540
TCS,City to City,Punjab,2.94,50000,1312
M&P,Economy,Pakhtunkhwa,3.72,0,296
Pakistan Post,City to City,Pakhtunkhwa,8.36,0,961
TCS,Same Day,Islamabad,5.59,100000,2162
TCS,City to City,Punjab,0.13,50000,1024
Pakistan Post,City to City,Islamabad,1.81,10000,513
M&P,Local,Sindh,2.77,0,341
TCS,Local,Pakhtunkhwa,0.78,0,313
M&P,Same Day,Islamabad,0.82,100000,1675
M&P,Overland,Punjab,4.06,0,565
TCS,Economy,Punjab,6.59,100000,1723
Pakistan Post,Local,Sindh,2.98,0,294
TCS,Overnight,Punjab,1.77,50000,1379
Pakistan Post,Local,Pakhtunkhwa,7.5,0,428
M&P,Overland,Punjab,3.08,100000,1674
Leopard,Economy,Pakhtunkhwa,0.57,0,153
M&P,Economy,Sindh,2.84,20000,484
Pakistan Post,City to City,Pakhtunkhwa,0.81,50000,879
TCS,City to City,Islamabad,7.83,10000,1297
TCS,Same Day,Balochistan,4.22,0,932
M&P,Overnight,Pakhtunkhwa,1.12,100000,1752
TCS,City to City,Balochistan,4.17,100000,2023
M&P,Economy,Balochistan,1.29,20000,419
Leopard,Overland,Islamabad,0.42,50000,797
M&P,Economy,Islamabad,5.97,0,409
M&P,Overnight,Islamabad,0.14,50000,1157
Pakistan Post,Local,Pakhtunkhwa,0.88,10000,343
Pakistan Post,Local,Balochistan,4.05,0,318
Pakistan Post,Local,Islamabad,1.7,0,260
TCS,Local,Pakhtunkhwa,2.72,20000,634
TCS,Economy,Sindh,1.33,0,231
M&P,Overland,Islamabad,1.71,50000,923
Leopard,Overnight,Punjab,0.67,0,521
TCS,City to City,Punjab,0.17,0,414
Pakistan Post,Local,Balochistan,1.33,20000,466
Pakistan Post,City to City,Punjab,6.88,10000,966
Pakistan Post,City to City,Islamabad,5.94,0,725
Pakistan Post,City to City,Sindh,3.6,10000,656
Pakistan Post,Local,Islamabad,1.98,0,253
Leopard,Overnight,Islamabad,2.38,0,700
Pakistan Post,City to City,Sindh,0.14,10000,408
M&P,Local,Pakhtunkhwa,0.7,0,266
Leopard,Overland,Islamabad,0.33,10000,322
Leopard,Overland,Sindh,0.23,50000,740
Leopard,Overnight,Pakhtunkhwa,1.97,0,646
M&P,Overnight,Sindh,5.44,0,998
M&P,Same Day,Punjab,4.55,0,777
Leopard,Overland,Punjab,2.48,0,363
Leopard,Economy,Pakhtunkhwa,0.55,0,156
Pakistan Post,City to City,Pakhtunkhwa,0.75,0,315
Pakistan Post,Local,Sindh,1.8,0,256
Pakistan Post,Local,Punjab,1.2,50000,795
Leopard,Overnight,Islamabad,0.93,20000,810
TCS,Same Day,Sindh,0.72,20000,698
M&P,Local,Punjab,9.65,20000,881
M&P,Overnight,Sindh,3.13,10000,935
Pakistan Post,Local,Balochistan,3.29,0,290
Pakistan Post,City to City,Pakhtunkhwa,1.96,0,417
TCS,Overland,Pakhtunkhwa,1.48,10000,465
TCS,Economy,Balochistan,6.44,10000,603
TCS,Local,Islamabad,6.95,0,596
Pakistan Post,City to City,Balochistan,5.34,0,660
TCS,Overland,Sindh,20.52,50000,3110
Pakistan Post,Local,Sindh,18.23,50000,1343
Pakistan Post,City to City,Sindh,0.17,50000,840
TCS,Same Day,Balochistan,0.89,20000,788
Pakistan Post,Local,Pakhtunkhwa,0.22,0,209
M&P,Overnight,Balochistan,6.09,0,1101
Pakistan Post,City to City,Sindh,1.85,0,385
Leopard,Overnight,Sindh,8.04,10000,1283
Pakistan Post,City to City,Balochistan,12.01,0,1251
Leopard,Economy,Islamabad,2.2,0,225
M&P,Economy,Punjab,0.45,0,169
M&P,City to City,Sindh,3.68,0,626
M&P,City to City,Pakhtunkhwa,1.7,20000,688
M&P,City to City,Balochistan,9.01,20000,1436
M&P,Overnight,Sindh,1.91,100000,1889
M&P,Same Day,Punjab,1.64,10000,666
TCS,Same Day,Punjab,4.15,50000,1416
Leopard,Overland,Punjab,0.37,0,199
Leopard,Economy,Sindh,0.81,0,167
Leopard,Overnight,Balochistan,4.93,0,865
M&P,Same Day,Balochistan,6.93,0,1084
Leopard,Overnight,Balochistan,0.29,50000,1074
Leopard,Overland,Islamabad,5.84,0,641
M&P,Local,Punjab,1.71,50000,878
TCS,Local,Pakhtunkhwa,1.83,0,371
Pakistan Post,Local,Pakhtunkhwa,1.08,0,223
Leopard,Overland,Pakhtunkhwa,5.36,100000,1801
Leopard,Overland,Punjab,5.07,100000,1685
Leopard,Overnight,Punjab,5.4,0,959
TCS,Overland,Punjab,2.21,50000,967
Leopard,Economy,Islamabad,1.85,0,203
M&P,Local,Balochistan,1.73,10000,408
TCS,Overnight,Pakhtunkhwa,4.6,0,1085
M&P,Overland,Islamabad,4.45,0,565
Pakistan Post,Local,Balochistan,4.16,100000,1511
Leopard,Overnight,Islamabad,5.99,50000,1612
M&P,City to City,Balochistan,6.72,0,947
Pakistan Post,City to City,Pakhtunkhwa,2.12,0,407
M&P,City to City,Balochistan,3.35,20000,880
Pakistan Post,Local,Sindh,0.84,20000,459
Leopard,Overland,Islamabad,4.72,20000,790
M&P,Same Day,Islamabad,4.02,0,748
Leopard,Overland,Islamabad,0.97,0,234
M&P,Economy,Pakhtunkhwa,0.1,0,170
Leopard,Overland,Islamabad,0.59,50000,756
Leopard,Economy,Punjab,9.0,0,484
M&P,Local,Sindh,2.77,100000,1505
Leopard,Overnight,Punjab,4.39,0,875
Pakistan Post,Local,Punjab,1.62,0,240
Pakistan Post,Local,Balochistan,0.24,0,201
M&P,City to City,Pakhtunkhwa,2.24,0,490
Leopard,Economy,Islamabad,5.85,0,376
Leopard,Overnight,Sindh,1.89,50000,1179
Pakistan Post,Local,Islamabad,2.91,20000,535
M&P,Local,Sindh,4.27,10000,496
TCS,Overland,Balochistan,2.6,0,473
TCS,Economy,Balochistan,4.25,100000,1566
M&P,Overnight,Sindh,1.14,20000,843
M&P,Same Day,Sindh,2.94,0,627
TCS,Economy,Balochistan,6.58,0,476
M&P,Same Day,Punjab,1.92,0,558
Leopard,Overnight,Pakhtunkhwa,13.95,50000,2191
Leopard,Overnight,Pakhtunkhwa,1.01,100000,1708
Leopard,Economy,Pakhtunkhwa,0.76,50000,712
Leopard,Overnight,Balochistan,1.88,0,612
TCS,Economy,Punjab,7.15,0,507
M&P,Overnight,Balochistan,0.47,0,568
M&P,Same Day,Islamabad,3.37,20000,962
TCS,Same Day,Pakhtunkhwa,7.3,50000,1753
TCS,City to City,Punjab,0.71,10000,566
Leopard,Economy,Balochistan,4.08,0,282
M&P,Local,Punjab,0.54,0,256
Leopard,Overland,Punjab,2.47,0,362
M&P,Same Day,Sindh,8.15,0,1140
M&P,Overnight,Punjab,2.57,0,727
M&P,Overland,Balochistan,0.41,10000,310
Pakistan Post,Local,Balochistan,0.87,0,226
Leopard,Overnight,Sindh,2.38,20000,912
Leopard,Overnight,Balochistan,0.95,20000,757
M&P,Local,Balochistan,0.92,50000,803
Leopard,Overland,Balochistan,2.96,50000,1001
TCS,Overland,Islamabad,0.34,0,251
TCS,City to City,Islamabad,2.54,20000,867
TCS,Overland,Sindh,0.85,10000,392
Pakistan Post,City to City,Balochistan,1.94,50000,931
Pakistan Post,Local,Punjab,3.55,0,300
Pakistan Post,Local,Pakhtunkhwa,0.96,0,226
Leopard,Overland,Islamabad,3.86,100000,1608
M&P,Overnight,Sindh,0.24,0,550
Leopard,Overnight,Punjab,5.48,0,966
Pakistan Post,City to City,Sindh,9.93,100000,2140
TCS,Economy,Balochistan,0.32,100000,1351
Leopard,Economy,Pakhtunkhwa,1.73,10000,320
M&P,Economy,Sindh,1.01,20000,425
Leopard,Overnight,Punjab,1.24,20000,829
TCS,Local,Balochistan,4.66,20000,744
Pakistan Post,City to City,Balochistan,0.12,0,280
Leopard,Overland,Punjab,5.68,100000,1773
TCS,Same Day,Sindh,2.56,0,718
Leopard,Overnight,Pakhtunkhwa,0.9,100000,1720
TCS,Overnight,Islamabad,1.63,0,760
M&P,Local,Sindh,18.23,20000,1214
Pakistan Post,City to City,Islamabad,0.76,10000,415
M&P,Same Day,Islamabad,0.62,100000,1580
TCS,Economy,Punjab,0.36,50000,799
Pakistan Post,Local,Sindh,2.87,50000,826
Pakistan Post,City to City,Balochistan,1.19,20000,594
Leopard,Overland,Punjab,7.95,100000,2032
TCS,Overnight,Balochistan,4.04,0,1072
M&P,Local,Pakhtunkhwa,1.46,0,274
TCS,Overnight,Sindh,3.81,50000,1507
M&P,Economy,Pakhtunkhwa,1.77,0,225
Pakistan Post,City to City,Pakhtunkhwa,5.2,0,639
Leopard,Economy,Balochistan,3.05,50000,800
TCS,Overland,Pakhtunkhwa,2.13,50000,999
M&P,Economy,Pakhtunkhwa,0.63,0,176
M&P,Same Day,Balochistan,0.58,100000,1557
Leopard,Economy,Balochistan,5.37,0,331
TCS,Overland,Sindh,3.18,20000,748
M&P,Same Day,Islamabad,0.88,20000,712
M&P,City to City,Pakhtunkhwa,3.45,0,623
Leopard,Overnight,Sindh,1.44,0,566
TCS,Overland,Punjab,1.86,0,383
TCS,Economy,Sindh,2.69,0,288
Pakistan Post,Local,Punjab,1.81,20000,478
Pakistan Post,Local,Balochistan,1.78,50000,831
Leopard,Overnight,Punjab,2.32,10000,820
Leopard,Overland,Pakhtunkhwa,4.65,0,563
Leopard,Overnight,Punjab,1.12,50000,1186
Leopard,Overnight,Punjab,6.71,0,1093
TCS,Same Day,Pakhtunkhwa,1.07,0,532
Leopard,Economy,Islamabad,3.05,0,244
Pakistan Post,Local,Balochistan,2.89,0,276
Pakistan Post,Local,Punjab,0.71,0,214
Pakistan Post,Local,Punjab,0.14,20000,456
M&P,Same Day,Punjab,1.77,0,524
M&P,Local,Islamabad,10.18,100000,1831
Leopard,Overland,Balochistan,0.32,20000,404
TCS,Local,Pakhtunkhwa,0.59,0,309
TCS,Economy,Balochistan,7.02,0,517
Leopard,Economy,Sindh,0.98,0,160
Pakistan Post,Local,Balochistan,3.11,0,283
TCS,Same Day,Islamabad,3.38,0,802
Leopard,Overnight,Pakhtunkhwa,7.84,100000,2340
Pakistan Post,City to City,Pakhtunkhwa,3.21,20000,708
Pakistan Post,City to City,Sindh,1.42,20000,558
Leopard,Overland,Sindh,5.31,0,608
M&P,City to City,Punjab,2.9,10000,690
Pakistan Post,Local,Pakhtunkhwa,0.4,50000,819
M&P,Overland,Punjab,0.3,0,208
M&P,Local,Balochistan,1.19,10000,406
Leopard,Overland,Sindh,1.46,0,274
Leopard,Overland,Pakhtunkhwa,4.3,0,526
TCS,Overnight,Balochistan,4.65,0,1141
Leopard,Overnight,Balochistan,4.88,100000,1967
TCS,Local,Sindh,2.05,0,360
Leopard,Overnight,Sindh,2.74,0,674
TCS,Local,Sindh,8.19,0,635
TCS,Economy,Pakhtunkhwa,1.2,0,236
Leopard,Overnight,Pakhtunkhwa,4.03,50000,1450
Leopard,Overland,Pakhtunkhwa,3.73,0,469
Pakistan Post,City to City,Balochistan,1.24,10000,477
TCS,City to City,Pakhtunkhwa,3.48,10000,868
TCS,Overnight,Pakhtunkhwa,8.29,50000,2059
M&P,City to City,Punjab,5.17,10000,920
TCS,Overnight,Pakhtunkhwa,18.39,20000,3018
Pakistan Post,City to City,Islamabad,1.71,50000,980
TCS,Same Day,Punjab,0.29,0,509
TCS,City to City,Punjab,0.76,10000,557
Pakistan Post,Local,Sindh,1.34,10000,351
Leopard,Overland,Pakhtunkhwa,0.8,10000,316
TCS,City to City,Balochistan,2.68,50000,1198
Leopard,Overnight,Sindh,2.6,0,673
Leopard,Overland,Sindh,0.59,100000,1339
M&P,Economy,Punjab,2.0,0,223
TCS,Overnight,Punjab,3.08,0,970
Pakistan Post,City to City,Balochistan,0.5,0,301
Pakistan Post,Local,Pakhtunkhwa,0.22,10000,320
TCS,Overland,Islamabad,6.86,100000,2222
M&P,City to City,Balochistan,0.14,50000,886
M&P,Local,Pakhtunkhwa,0.17,20000,483
M&P,Local,Pakhtunkhwa,4.28,0,418
M&P,Local,Sindh,5.35,0,435
Pakistan Post,Local,Punjab,5.34,0,388
Pakistan Post,City to City,Sindh,9.61,0,1014
Leopard,Overnight,Islamabad,2.64,100000,1922
Pakistan Post,Local,Balochistan,2.32,50000,834
M&P,Overland,Sindh,0.64,100000,1312
M&P,Economy,Pakhtunkhwa,1.62,0,212
Leopard,Overnight,Punjab,0.57,0,494
Pakistan Post,Local,Balochistan,15.75,20000,1007
Pakistan Post,City to City,Punjab,0.71,0,312
Pakistan Post,Local,Sindh,2.77,10000,377
Leopard,Overland,Islamabad,4.88,0,593
Leopard,Overland,Sindh,3.62,0,437
TCS,Overland,Sindh,2.53,100000,1540
Leopard,Overnight,Sindh,4.46,100000,1878
Pakistan Post,Local,Islamabad,0.41,0,211
Leopard,Overnight,Balochistan,0.91,20000,781
TCS,Local,Punjab,2.48,50000,996
Pakistan Post,Local,Islamabad,3.23,0,298
TCS,Economy,Balochistan,0.86,50000,804
TCS,Economy,Sindh,1.32,0,227
M&P,City to City,Sindh,2.31,20000,704
TCS,Overnight,Punjab,3.27,20000,1185
M&P,Same Day,Pakhtunkhwa,3.48,20000,886
M&P,Economy,Balochistan,1.81,10000,325
M&P,Overnight,Sindh,3.72,0,885
TCS,City to City,Balochistan,2.01,0,577
TCS,Overnight,Sindh,1.41,0,738
TCS,Overnight,Islamabad,4.2,10000,1214
Leopard,Overland,Balochistan,1.84,20000,534
Pakistan Post,Local,Islamabad,0.71,10000,332
Pakistan Post,City to City,Balochistan,1.25,50000,893
M&P,City to City,Sindh,3.05,0,576
Pakistan Post,City to City,Islamabad,0.76,100000,1415
TCS,City to City,Punjab,3.06,0,705
TCS,Overnight,Islamabad,2.65,20000,1090
Leopard,Overnight,Punjab,1.2,0,578
TCS,Economy,Islamabad,0.36,20000,439
Pakistan Post,Local,Punjab,1.1,10000,349
Leopard,Overnight,Islamabad,1.21,10000,657
M&P,City to City,Pakhtunkhwa,3.78,0,682
M&P,Local,Balochistan,8.15,0,578
M&P,City to City,Sindh,0.25,10000,436
M&P,Overnight,Balochistan,0.55,0,557
Leopard,Overland,Punjab,7.38,50000,1360
Leopard,Overnight,Balochistan,8.28,50000,1838
M&P,City to City,Punjab,1.29,10000,550
Pakistan Post,Local,Pakhtunkhwa,0.8,0,213
TCS,Overnight,Pakhtunkhwa,4.2,50000,1555
TCS,Economy,Islamabad,1.49,0,253
M&P,Economy,Islamabad,3.32,0,271
Pakistan Post,City to City,Sindh,0.96,100000,1447
Pakistan Post,City to City,Balochistan,5.97,0,747
Pakistan Post,Local,Punjab,8.8,0,489
Pakistan Post,Local,Sindh,2.24,20000,467
M&P,Economy,Balochistan,0.54,0,164
Leopard,Overnight,Sindh,5.11,0,882
M&P,City to City,Balochistan,3.76,0,672
Leopard,Overnight,Sindh,3.15,50000,1321
M&P,Economy,Pakhtunkhwa,0.75,0,179
Pakistan Post,Local,Pakhtunkhwa,2.69,10000,396
Pakistan Post,Local,Sindh,3.81,100000,1441
Leopard,Overland,Balochistan,1.45,0,280
M&P,Local,Punjab,1.2,50000,899
M&P,Local,Pakhtunkhwa,0.9,0,268
Pakistan Post,City to City,Punjab,4.58,100000,1870
Leopard,Overland,Balochistan,11.26,100000,2299
Pakistan Post,Local,Punjab,1.84,0,256
Pakistan Post,City to City,Sindh,0.96,20000,565
TCS,Overland,Pakhtunkhwa,1.75,0,371
Leopard,Economy,Punjab,3.46,100000,1392
TCS,Same Day,Balochistan,3.34,0,788
Pakistan Post,City to City,Balochistan,7.7,10000,989
Pakistan Post,City to City,Punjab,0.84,100000,1480
TCS,Economy,Punjab,0.65,20000,451
M&P,City to City,Islamabad,3.77,10000,771
M&P,Overnight,Islamabad,3.91,100000,2135
TCS,Local,Punjab,0.73,10000,402
TCS,Overland,Islamabad,1.86,0,399
M&P,Local,Sindh,0.2,0,233
M&P,Local,Punjab,2.58,20000,572
TCS,City to City,Pakhtunkhwa,6.06,20000,1240
M&P,Same Day,Punjab,0.9,0,449
Leopard,Overnight,Islamabad,9.17,100000,2339
M&P,Economy,Islamabad,1.13,20000,423
M&P,Same Day,Balochistan,4.11,0,789
TCS,Local,Punjab,1.16,10000,456
Leopard,Economy,Sindh,3.12,100000,1311
TCS,Overland,Islamabad,5.27,0,753
M&P,City to City,Sindh,4.12,50000,1292
Leopard,Economy,Pakhtunkhwa,4.5,0,316
Pakistan Post,City to City,Pakhtunkhwa,2.89,0,498
Pakistan Post,Local,Sindh,3.72,10000,426
TCS,Economy,Islamabad,3.21,10000,439
M&P,Local,Balochistan,0.72,0,250
M&P,Same Day,Sindh,1.4,10000,627
M&P,City to City,Balochistan,0.56,0,337
M&P,Economy,Balochistan,1.36,0,195
TCS,City to City,Islamabad,2.37,0,639
M&P,Local,Sindh,0.31,20000,478
TCS,Local,Punjab,2.82,0,401
Pakistan Post,City to City,Punjab,10.4,0,1101
Leopard,Overland,Sindh,3.84,50000,1073
TCS,Same Day,Punjab,6.55,50000,1740
Leopard,Overnight,Punjab,1.24,10000,683
Pakistan Post,Local,Islamabad,0.35,100000,1375
Leopard,Overland,Islamabad,0.12,20000,437
Leopard,Overland,Islamabad,0.63,0,197
M&P,Overland,Balochistan,1.86,20000,570
TCS,Local,Pakhtunkhwa,7.55,10000,774
Pakistan Post,City to City,Pakhtunkhwa,9.21,0,998
M&P,Same Day,Islamabad,1.23,100000,1604
M&P,Local,Pakhtunkhwa,2.1,0,307
Pakistan Post,Local,Balochistan,0.73,0,216
Leopard,Overland,Pakhtunkhwa,5.11,50000,1208
TCS,Overnight,Pakhtunkhwa,4.8,0,1110
Leopard,Overland,Islamabad,0.26,100000,1336
Leopard,Overland,Pakhtunkhwa,3.0,50000,1011
M&P,Local,Punjab,2.82,10000,463
M&P,Overnight,Pakhtunkhwa,2.37,20000,956
TCS,City to City,Pakhtunkhwa,9.92,0,1481
TCS,Local,Pakhtunkhwa,0.5,100000,1376
TCS,City to City,Balochistan,3.37,0,730
Leopard,Overnight,Sindh,2.13,0,662
TCS,Overnight,Punjab,8.38,0,1545
Leopard,Economy,Punjab,1.29,0,185
M&P,Overnight,Pakhtunkhwa,6.21,100000,2221
Pakistan Post,City to City,Sindh,0.64,0,295
M&P,Overnight,Balochistan,1.11,0,626
Pakistan Post,City to City,Punjab,3.4,20000,740
TCS,Same Day,Pakhtunkhwa,0.39,0,499
Pakistan Post,City to City,Sindh,1.18,0,338
Leopard,Economy,Balochistan,3.79,0,288
TCS,Overland,Sindh,7.78,0,1053
Leopard,Overland,Sindh,2.1,100000,1454
Leopard,Economy,Sindh,0.54,0,155
Leopard,Overland,Punjab,1.82,0,307
Pakistan Post,Local,Balochistan,0.54,100000,1416
M&P,City to City,Islamabad,3.97,0,711
TCS,Same Day,Punjab,7.7,10000,1439
TCS,Overnight,Punjab,3.45,20000,1231
TCS,City to City,Sindh,4.68,0,855
Leopard,Economy,Sindh,0.98,0,165
TCS,Local,Islamabad,0.48,100000,1441
M&P,Overland,Islamabad,5.67,10000,820
Leopard,Overnight,Sindh,2.69,0,676
Leopard,Overland,Pakhtunkhwa,0.89,10000,355
TCS,Local,Pakhtunkhwa,2.28,10000,480
M&P,Local,Balochistan,1.13,50000,831
Pakistan Post,Local,Punjab,0.27,10000,326
TCS,Economy,Balochistan,1.25,100000,1388
TCS,Same Day,Punjab,0.15,0,481
TCS,Same Day,Punjab,0.13,20000,725
Leopard,Overnight,Pakhtunkhwa,4.96,10000,1031
TCS,Same Day,Balochistan,1.05,50000,1087
M&P,Same Day,Sindh,1.17,10000,576
Leopard,Overnight,Pakhtunkhwa,2.98,10000,836
Pakistan Post,City to City,Islamabad,12.63,50000,1939
TCS,Overland,Pakhtunkhwa,5.57,0,798
Leopard,Economy,Balochistan,1.18,10000,294
TCS,Same Day,Pakhtunkhwa,5.41,20000,1227
M&P,Local,Balochistan,3.49,20000,598
Pakistan Post,City to City,Islamabad,4.45,0,593
Pakistan Post,City to City,Balochistan,1.63,20000,597
Leopard,Overnight,Punjab,0.24,50000,1077
Leopard,Overland,Sindh,3.17,0,429
TCS,City to City,Punjab,4.33,10000,922
TCS,Same Day,Punjab,7.84,20000,1550
M&P,Local,Islamabad,1.63,50000,885
TCS,Local,Islamabad,1.34,0,319
M&P,City to City,Pakhtunkhwa,2.21,100000,1599
TCS,Overnight,Sindh,2.19,0,838
Leopard,Overland,Balochistan,6.09,100000,1797
TCS,Same Day,Sindh,3.68,10000,986
Leopard,Overland,Pakhtunkhwa,2.49,50000,976
TCS,Economy,Balochistan,0.29,0,190
Pakistan Post,City to City,Islamabad,2.0,0,404
TCS,Economy,Pakhtunkhwa,1.16,0,224
M&P,City to City,Pakhtunkhwa,0.33,20000,566
TCS,Local,Islamabad,0.69,0,300
TCS,Overnight,Pakhtunkhwa,3.77,0,975
Pakistan Post,City to City,Balochistan,4.46,10000,741
Pakistan Post,Local,Pakhtunkhwa,2.89,50000,846
TCS,City to City,Balochistan,4.41,0,837
Pakistan Post,Local,Punjab,0.97,0,234
M&P,Local,Sindh,2.96,0,360
M&P,Same Day,Pakhtunkhwa,2.48,0,591
Pakistan Post,Local,Islamabad,1.08,10000,348
TCS,Overland,Sindh,0.36,50000,791
Pakistan Post,City to City,Pakhtunkhwa,1.24,10000,461
Leopard,Overnight,Sindh,1.0,10000,621
TCS,Overnight,Sindh,3.52,0,978
M&P,Same Day,Islamabad,0.14,50000,1016
M&P,City to City,Balochistan,16.26,50000,2378
M&P,Same Day,Balochistan,0.27,20000,644
Leopard,Overland,Islamabad,1.05,10000,357
Pakistan Post,City to City,Pakhtunkhwa,0.53,0,299
M&P,City to City,Islamabad,1.38,50000,966
Leopard,Overland,Sindh,2.68,100000,1537
Pakistan Post,City to City,Balochistan,2.21,50000,969
M&P,Same Day,Punjab,5.69,100000,2159
M&P,City to City,Balochistan,0.94,50000,983
M&P,Same Day,Punjab,0.52,10000,555
TCS,Overnight,Sindh,2.5,0,871
M&P,Same Day,Islamabad,6.7,20000,1277
M&P,Same Day,Balochistan,0.26,100000,1508
M&P,City to City,Pakhtunkhwa,9.0,0,1109
Leopard,Overnight,Punjab,4.63,0,892
Pakistan Post,Local,Islamabad,3.88,0,313
M&P,Local,Punjab,2.82,0,337
Leopard,Overnight,Punjab,1.72,50000,1155
TCS,Overnight,Sindh,0.31,10000,755
Leopard,Economy,Pakhtunkhwa,0.38,0,148
M&P,Overland,Punjab,0.12,0,201
TCS,Same Day,Sindh,1.73,10000,693
TCS,Overnight,Pakhtunkhwa,1.8,20000,1056
M&P,Economy,Islamabad,0.71,10000,298
Pakistan Post,City to City,Pakhtunkhwa,0.87,50000,916
M&P,Overnight,Sindh,1.14,100000,1804
M&P,Overland,Islamabad,0.43,0,209
TCS,City to City,Islamabad,4.28,0,817
M&P,Overland,Punjab,2.7,0,426
TCS,Same Day,Punjab,1.86,10000,757
TCS,Economy,Islamabad,0.5,0,186
Leopard,Overland,Pakhtunkhwa,0.53,0,199
Pakistan Post,City to City,Sindh,3.01,100000,1654
Pakistan Post,City to City,Pakhtunkhwa,0.22,10000,408
TCS,Local,Balochistan,0.2,0,278
TCS,Overnight,Punjab,1.02,100000,1924
Pakistan Post,Local,Sindh,2.11,0,262
Leopard,Overnight,Balochistan,3.25,0,774
Leopard,Overland,Sindh,1.24,0,244
M&P,Local,Balochistan,0.53,100000,1415
M&P,Local,Sindh,4.09,10000,487
M&P,Same Day,Sindh,4.77,0,825
TCS,Local,Sindh,3.98,0,471
TCS,Local,Sindh,0.39,0,296
M&P,Overnight,Sindh,3.25,0,837
TCS,Same Day,Sindh,0.82,20000,751
Leopard,Economy,Balochistan,5.96,20000,614
TCS,Local,Pakhtunkhwa,1.62,0,338
Leopard,Overland,Sindh,2.05,10000,445
TCS,Economy,Pakhtunkhwa,0.28,50000,780
Pakistan Post,Local,Balochistan,0.55,0,219
Leopard,Overnight,Sindh,0.34,0,513
TCS,Economy,Sindh,0.54,0,189
Pakistan Post,City to City,Balochistan,0.98,0,311
Leopard,Economy,Punjab,1.36,0,178
TCS,Local,Balochistan,4.0,0,445
Pakistan Post,Local,Islamabad,5.6,100000,1486
M&P,Economy,Balochistan,1.29,50000,812
Pakistan Post,Local,Balochistan,4.09,0,334
M&P,Overland,Balochistan,6.81,0,799
TCS,Economy,Punjab,3.48,0,356
TCS,Local,Pakhtunkhwa,1.36,20000,566
TCS,Overland,Punjab,0.32,0,251
TCS,Overland,Pakhtunkhwa,5.81,10000,909
M&P,City to City,Balochistan,0.2,0,333
TCS,Overnight,Pakhtunkhwa,0.25,100000,1730
M&P,Same Day,Pakhtunkhwa,7.38,10000,1164
M&P,City to City,Punjab,2.8,0,561
M&P,Overland,Sindh,0.64,20000,434
TCS,Local,Sindh,1.94,10000,485
Pakistan Post,Local,Punjab,7.23,100000,1610
Pakistan Post,Local,Pakhtunkhwa,2.31,50000,828
TCS,Same Day,Islamabad,2.66,0,734
Pakistan Post,Local,Sindh,0.52,0,198
Pakistan Post,Local,Pakhtunkhwa,0.37,20000,431
Pakistan Post,Local,Punjab,3.49,0,317
M&P,Overland,Punjab,1.92,0,350
Pakistan Post,City to City,Islamabad,0.64,0,307
M&P,City to City,Sindh,0.87,50000,967
M&P,City to City,Sindh,5.94,0,851
Pakistan Post,City to City,Pakhtunkhwa,1.21,0,360
TCS,Overnight,Islamabad,9.26,10000,1718
Leopard,Economy,Islamabad,1.05,20000,415
M&P,Economy,Punjab,0.19,20000,397
Pakistan Post,Local,Sindh,3.27,20000,506
TCS,Overland,Punjab,7.31,20000,1188
Pakistan Post,Local,Balochistan,1.02,0,235
Pakistan Post,Local,Pakhtunkhwa,4.51,0,362
Pakistan Post,City to City,Punjab,0.64,20000,518
Pakistan Post,City to City,Punjab,1.53,20000,600
M&P,Economy,Pakhtunkhwa,1.71,100000,1316
M&P,City to City,Punjab,0.32,100000,1542
M&P,Local,Punjab,1.2,20000,522
Leopard,Overnight,Islamabad,4.29,0,817
